pathway	AD01	AD04	AD05	AD07	AD08	AD09	AD10	AD100	AD101	AD102	AD103	AD104	AD105	AD106	AD107	AD108	AD109	AD11	AD110	AD111	AD112	AD113	AD114	AD116	AD118	AD119	AD12	AD120	AD121	AD122	AD123	AD125	AD126	AD127	AD13	AD14	AD16	AD17	AD18	AD19	AD20	AD21	AD22	AD23	AD24	AD25	AD26	AD27	AD29	AD30	AD31	AD32	AD33	AD34	AD35	AD36	AD37	AD40	AD41	AD47	AD50	AD53	AD54	AD55	AD58	AD59	AD60	AD61	AD62	AD63	AD64	AD65	AD66	AD67	AD68	AD69	AD70	AD71	AD74	AD75	AD76	AD77	AD78	AD79	AD80	AD83	AD84	AD85	AD86	AD88	AD89	AD90	AD91	AD92	AD93	AD94	AD96	AD97	AD98	AD99	C01	C02	C03	C05	C07	C08	C09	C10	C11	C12	C13	C15	C16	C17	C18	C19	C20	C21	C22	C23	C24	C25	C26	C27	C28	C29	C30	C31	C32	C33	C34	C35	C36	C39	C40	C42	C43	C44	C46	C49	C50	C51	C52	C54	C55	C57	C58	C59	C60	C61	C62	C63	C64	C71	C72	C73	C74	C75	C76	C77	C78	C79	C80	C81	C82	C83	C84	C85	C86	C87	C88	Description
PWY-6121	11684.6086	15615.7614	18967.0074	22078.5534	27618.781	22480.3949	13233.9933	26550.0773	22057.5804	29896.9944	18021.9371	18261.4851	18373.8437	26685.6117	25922.415	24648.048	27214.0073	24099.2062	31282.3181	27589.255	24960.8195	27918.3543	24536.4851	24201.8097	28036.1407	26416.1632	14234.3745	33396.0914	33387.3642	34385.0678	26068.5146	25478.0178	28789.7779	32832.4467	15994.7636	15530.2189	12203.2253	16364.6696	15007.0636	22891.6217	14534.4893	16375.8244	17918.2874	15282.2656	18488.2546	16838.3696	16555.3547	16671.9444	29546.6239	25045.3947	25845.7609	29845.0921	29952.2929	23782.045	18752.273	39564.5794	23854.8448	18754.5347	19621.2706	16966.0407	27413.2085	37394.0244	25365.939	26272.9343	23097.3389	22920.2104	35141.1979	42584.7498	24257.9908	17696.9896	19247.2431	22248.3368	22268.8527	25520.9646	4576.0262	22906.1753	18144.8982	25954.5483	22946.3838	25920.8744	28163.0478	24788.5719	43015.7561	40277.1927	30553.9069	26969.564	26038.6516	27045.6851	24884.3949	25593.5923	29417.5406	32115.565	31132.9861	31994.8725	35228.3929	27626.7379	21459.31	22148.1032	37293.7798	25044.1085	20010.1826	32309.6744	26200.6475	22202.8613	22256.7989	22282.8702	24689.3403	22139.0298	18868.6895	20615.0956	22145.9255	21971.3304	16181.2889	35554.2502	31968.3758	23266.7737	21014.2041	35347.1916	21381.9467	17430.7509	16901.8902	20997.77	24039.7428	21106.6284	17808.0774	23921.8996	18711.3601	15934.7369	16693.0091	20485.0043	31353.5883	22547.5519	19791.2923	23438.195	34140.4713	17952.6478	15737.2952	17734.102	18328.4124	23373.8571	15204.7861	14961.0919	35771.8145	37828.3739	27179.2805	20875.7099	28395.4432	21876.5784	29504.9604	21423.8228	28834.5231	19473.1507	16542.6654	23724.7613	26748.4192	16898.6259	23209.9085	20806.5887	16725.5106	23341.7438	27077.8673	19061.3885	18284.4437	16825.7316	23656.9247	17652.493	13624.1859	13476.4016	21438.3163	22449.4995	15746.0045	5-aminoimidazole ribonucleotide biosynthesis I
PWY-6122	11779.7312	14697.0645	19052.1126	21289.2413	27484.8065	22115.6888	13349.2479	26772.2542	21350.6331	27969.1114	16979.7934	17850.2776	17550.5262	26102.728	24364.1447	23974.9869	27339.0682	22668.4867	30916.3807	26789.5977	24192.5229	26014.0458	23649.0291	22533.3682	27973.1418	24994.4194	14152.3987	32355.9649	30516.0453	31649.1452	25923.7761	25198.4955	27317.7773	30344.2985	15495.347	14943.7718	12302.1778	16675.2558	15047.8771	23274.8823	14863.537	16357.8793	18031.3152	15253.358	17528.5027	16402.5095	16754.4756	16743.4268	29875.0745	25357.3363	25591.1427	26933.1928	29849.6553	24088.2503	18895.0794	39478.6672	23923.5309	18734.2784	19647.0059	17429.4938	26011.8966	37863.512	24390.7413	26246.7986	23535.36	23088.2017	35612.1147	46457.2357	24255.4898	17853.8978	19212.3726	21222.0731	21883.3463	24078.0811	4978.9456	22687.6636	18498.2976	25449.5979	22465.7138	25002.3698	28073.5062	23626.7897	48894.5009	38769.4368	28364.4124	26982.2347	26387.7455	27139.7129	23857.9473	24097.5526	28923.679	32948.7368	30014.9304	31870.073	34750.9468	25401.1906	20604.1682	20964.3438	37446.0199	25065.7286	20004.985	29742.4849	26329.1345	21057.8775	22224.4849	21865.2655	23843.5099	21991.147	19113.6082	20512.2505	22039.2876	21379.1469	15589.8632	32464.637	31130.1834	23438.0347	19826.0411	32218.9547	20811.8686	16883.743	17028.9612	20482.905	22462.3621	20967.5254	17743.7789	22226.3547	18683.6567	16044.046	16746.0922	20777.7824	31156.3883	21523.8366	19718.239	22369.9981	30791.7019	17719.7188	15152.7109	17505.3919	17962.1692	21239.2859	15053.6383	14946.6846	32858.5067	37629.8188	26984.8156	20725.0291	27106.3426	20482.671	26705.3646	21299.2582	28732.7328	19242.4629	16171.2889	22433.7525	27085.5049	17074.4799	21434.8748	20914.9879	16555.7176	22570.542	24640.9018	19138.2549	18555.7993	16884.9382	21867.8131	18221.9637	13558.5999	13681.4502	21505.4296	22048.8736	15654.4943	5-aminoimidazole ribonucleotide biosynthesis II
PWY-6123	11049.1156	13015.3251	18805.1356	20928.1356	27204.5098	20979.2976	12745.0609	24844.7764	18477.9971	28145.3323	16784.8736	17054.0083	17354.7185	24078.4884	23364.1903	21972.5543	26249.2776	23395.4386	26296.4684	25201.8833	23779.0552	25508.5169	23221.3249	22425.5884	25617.1935	24257.4434	13571.5793	31254.774	30234.2447	31346.5896	26358.0283	24567.3531	25504.8941	29698.3476	15398.6515	14964.1651	11850.5856	15246.9711	13926.8714	20782.9537	13665.7319	16281.9901	16996.4837	14914.6479	17113.1943	14644.4814	15885.8741	16542.9765	27758.8601	23941.1605	24681.9347	26757.2117	27984.4499	23188.1515	17969.5097	39276.4568	22299.8979	18030.0404	19314.2911	18269.1423	25848.2012	34221.4676	23313.1677	26159.3433	21389.1331	22141.1777	30874.3368	28849.3204	22857.5753	16891.7837	18633.6782	20644.4758	20231.9327	21328.8656	4362.987	21660.9635	16955.3523	22590.6038	22507.7374	24423.9686	27986.2247	23598.3242	31775.7709	35450.8523	23296.0596	25702.9349	24019.812	24039.4819	22830.7481	22864.4721	27610.8683	30174.2783	26347.2117	28299.6501	31441.1978	24166.2184	19526.4084	19897.265	32669.5042	24710.4113	19282.3693	29438.7986	25358.5684	21171.4796	21978.695	21378.4031	23273.4531	21505.7149	18191.4354	19242.121	21588.0698	20549.7208	15533.5959	32297.1804	29521.7433	23823.1009	19594.0766	31703.9715	20182.7572	16623.2807	16382.6433	20192.7945	22038.1807	20386.9892	17333.4424	19542.1273	18430.5257	15353.6421	16256.7998	19274.7707	30881.28	21328.8536	19518.676	22628.5504	30759.3231	17392.7062	14900.3337	17049.1907	17883.4123	21023.9962	14457.2625	14482.7611	32202.0637	37195.4438	25251.2852	19959.0439	26382.2724	20835.6176	26615.339	20721.9807	29683.8976	19125.2302	16017.8036	21745.9879	25430.5315	15595.122	21331.6456	19802.0615	16181.1617	22498.9925	24500.9982	19028.4438	17225.4932	16718.0984	21671.4622	16814.2574	13264.3784	12803.5592	20552.6947	21629.472	14836.1826	inosine-5'-phosphate biosynthesis I
PWY-6125	5014.4084	13930.9956	1953.4801	12010.8491	4186.5864	12936.1988	3967.7368	16824.2551	16132.5325	22654.8238	14731.3201	10155.9116	13501.5272	15538.5268	22055.7083	15964.2197	23149.395	19770.2046	31816.5051	19769.0617	24020.6319	22298.5471	10235.2657	21585.5659	17781.6545	22419.5428	4588.7696	21068.3219	34671.8315	35238.5067	11455.7536	7456.4096	23972.2767	29282.5651	8412.6408	10216.2918	1670.3259	10332.8716	5242.0441	6853.5931	10260.3387	1575.51	11040.5548	3768.6681	13223.9174	15493.0851	5801.0755	7077.3265	12151.0236	3062.9166	20578.9664	33419.8035	12082.7155	3158.0265	4575.8001	3618.4108	15630.4176	3681.8381	5195.108	8046.3573	24227.7481	14218.6762	20605.2087	4820.7386	19789.3836	4643.6244	14366.6319	26226.2644	13541.6411	4813.0839	4423.1609	16270.8081	16602.3117	25615.7369	6722.0734	7577.3161	10158.4075	25769.1277	9870.2659	20719.2839	17690.6254	18199.4286	29425.1588	39600.8747	27185.0385	16234.4461	5737.4902	12908.1618	20059.9912	21849.3901	15592.7162	5018.6527	22659.1121	29481.8724	32824.8832	28914.8937	21578.4192	22964.9979	34348.6106	3464.5025	6793.989	29676.3997	4263.5016	16353.4484	3228.092	8003.9965	14786.6416	7548.8039	8668.6217	10295.3446	7176.2303	11894.9906	7159.1183	33772.178	22604.1519	9833.6586	15620.7066	33657.8094	14235.738	8704.7102	1098.107	6265.9406	22406.4058	6718.5603	6826.2316	20012.343	4080.3202	2621.1713	8429.3092	14524.3503	5916.1676	15531.9606	2417.5857	18731.452	34780.075	8686.9866	11118.3857	5959.5914	10335.7502	24929.7633	6186.2309	3939.9317	34776.9307	8795.0143	17670.9613	7725.2046	20936.0926	19852.1394	32401.4235	6825.5638	20460.0169	4323.2756	8327.121	23588.339	16192.2627	6223.0298	22378.842	3755.2211	4357.2841	24250.3346	29049.4197	9531.9674	2625.1803	3032.0393	22345.4853	16920.7001	3767.8917	2066.4813	9843.2473	10575.3395	7314.0975	superpathway of guanosine nucleotides de novo biosynthesis II
PWY-6126	12721.9614	15617.2055	20043.4807	25798.5124	35330.8021	25176.9774	16032.5551	29587.1215	24152.4453	32806.0188	18179.0677	21046.7842	19040.1279	30060.2595	29269.8704	25418.9616	28880.3977	27772.1706	31881.76	26895.4404	29112.1106	29730.1725	25685.2112	26662.4365	29841.7234	30158.0368	15796.4352	38027.6872	37742.3872	39594.0683	28838.9178	31704.0849	32348.2273	36979.9526	16708.3023	17634.8903	14767.5441	17738.6252	16690.2016	24647.1558	15959.2224	21070.1571	19489.2982	13198.2374	21429.5634	17521.9503	18618.082	19615.5549	32486.0212	17073.8868	29132.6236	32989.9435	28216.0719	29416.8407	19105.2052	46026.0806	25982.3428	21590.6846	24068.6685	23255.8114	31276.5639	32741.4442	28248.882	31550.3833	23856.0343	27819.4146	38577.32	36420.8458	27090.6363	17749.4412	19533.9316	24488.2541	21490.3039	25419.6245	19122.3153	24708.003	19943.1292	26881.5589	25288.3749	27851.2403	33501.926	26584.2659	44070.8988	42647.6435	27157.6956	32765.4464	30752.9451	30204.818	28000.779	28042.7341	35132.2393	36460.1634	34245.7614	32269.3271	37221.9251	29724.76	31684.584	29609.9809	37222.23	28815.4834	18288.9008	38155.5964	24153.6087	23922.7441	15094.7366	22217.3334	28494.0281	20787.0742	20189.071	20426.6254	17434.4131	23940.54	16630.3718	40371.1977	34435.5432	21985.5364	24869.9182	39757.0571	25278.95	19887.6354	19012.4781	22976.538	28001.872	22955.8081	20879.4899	25047.6346	18020.9639	7914.7424	16958.9261	20199.4061	39175.804	25049.7643	12288.1215	24495.0189	38649.9708	17724.7095	16964.1611	20270.3668	19854.2653	26656.9792	15815.1658	15046.4946	40254.6949	37769.1381	30227.2694	24647.2311	34869.4768	24121.9148	32582.5496	24114.4958	32508.7676	16420.1218	18386.151	28582.5223	26807.2036	17992.7657	28038.6506	23764.9492	16806.1419	28116.6647	30402.814	20763.9217	16243.8819	17023.4329	26792.1653	19064.3954	13233.5413	16046.8696	24436.3947	25710.1461	17822.6987	superpathway of adenosine nucleotides de novo biosynthesis II
PWY-6141	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.3097	3.2308	1370.7456	0.0	15.1497	0.0	0.0	187.4103	0.0	0.0	4.6652	0.0	0.0	0.0	0.0	0.0	93.5955	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	78.6108	0.0	0.0	0.0	269.8161	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	48.9103	30.2246	0.0	2796.2689	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	140.1644	0.0	0.0	10717.6504	0.0	228.73	392.8447	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.6601	0.0	0.0	0.0	0.0	0.0	0.0	0.0	390.2383	0.0	0.0	0.0	0.0	0.0	15.1629	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.8284	0.0	24.4636	30.2528	0.0	0.0	0.0	0.0	119.2867	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.4997	0.0	72.8784	0.0	0.0	0.0	0.0	0.0	13.9871	0.0	0.0	0.0	138.3578	0.0	0.0	64.0005	archaetidylserine and archaetidylethanolamine biosynthesis
PWY-6147	5042.6771	9495.6314	18193.1494	10123.5108	3134.9753	13009.7809	4018.7929	17993.2464	12487.281	26025.0881	15154.3935	7044.1152	12277.9594	22041.7182	15413.4876	12228.081	23842.903	15759.4615	6692.4056	16721.4359	23797.3752	21659.8333	15291.2597	19846.2783	12928.3043	22691.3899	9175.8085	26791.2278	25261.1679	28183.7815	14889.12	5509.0854	18404.9758	24656.959	11383.6358	10035.4483	4796.9874	10379.7889	12524.9614	14283.3127	11159.0752	2869.757	11853.9586	11704.4026	14947.6394	8213.2503	12416.26	16224.9998	20288.2708	16995.147	19894.2411	26640.3202	13404.5418	5936.4663	7243.077	38766.4946	13500.135	7770.5386	7143.6832	16811.3601	22372.8695	11378.1454	16516.8224	17570.9284	14763.4168	11058.0342	23009.0055	23017.0618	17676.6082	8581.8102	11286.0875	13608.5745	12431.1382	14771.2621	2617.6908	14378.5767	13005.653	8983.7089	21177.5364	23006.4262	13036.2855	19873.9005	15497.8863	24004.3738	19143.117	9722.8601	10906.6888	9667.7498	18253.2352	17619.6246	15615.7152	23101.01	16225.4002	8327.7789	14791.3465	22310.8664	12391.8082	18956.9322	10340.7898	23073.541	12691.6036	21097.7432	10492.82	19318.9257	17271.4727	10775.9824	17950.1736	15707.1224	13040.1883	12903.387	13368.5924	12707.679	11918.9759	27012.0562	25648.995	12360.4443	9781.1624	30219.9917	12258.8167	11467.835	7481.5054	10886.2309	17526.5493	9565.1452	8102.1441	17801.12	12430.3408	8688.5619	14530.0606	10355.4092	7896.2132	19140.4893	8046.346	18945.3214	30552.4978	12403.0895	10902.6813	7638.8168	12848.4835	19891.9986	9459.6814	7846.0275	30656.8057	25913.5064	17604.3091	7170.5301	14807.5492	18509.2113	25389.3305	10674.2023	25324.2214	11170.9531	4864.7219	21181.7961	17166.6056	8863.3025	20797.2275	7723.7702	7812.2328	22215.4283	24035.9187	16797.3946	8669.3179	9343.7051	20361.721	6194.4929	8168.6689	5135.1117	17618.2013	14469.3506	8517.4339	6-hydroxymethyl-dihydropterin diphosphate biosynthesis I
PWY-6148	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	38.218	9.3035	3418.3586	0.0	62.1586	0.0	0.0	717.1855	0.0	0.0	19.1714	0.0	0.0	0.0	0.0	0.0	374.9578	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	195.7492	0.0	0.0	0.0	956.7478	23.9847	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	152.6182	116.6779	0.0	2798.4424	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	527.2948	0.0	0.0	12361.1614	0.0	806.2087	1094.9658	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.0961	0.0	0.0	0.0	0.0	0.0	0.0	0.0	986.5589	0.0	0.0	0.0	0.0	0.0	59.1675	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.383	0.0	98.8164	123.398	0.0	0.0	0.0	0.0	348.5368	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.1687	0.0	186.8	0.0	0.0	0.0	0.0	0.0	56.2864	0.0	0.0	0.0	344.8162	0.0	0.0	253.2649	tetrahydromethanopterin biosynthesis
PWY-6151	8506.1675	13242.4338	11987.1165	18280.4434	26609.3844	16180.9706	10902.4686	23284.8732	20121.4372	25173.7647	11747.1697	16844.5695	12627.8469	23578.5008	24763.7633	13821.3019	25947.6216	19314.8874	27635.8772	9920.2236	17132.3961	20884.0755	17131.6987	20200.4148	18132.7729	26953.2633	11570.8877	28246.1931	34934.0081	36156.1784	19937.6858	23941.6034	29726.0171	26193.3096	10067.626	13068.81	11952.6265	12963.4861	13796.8563	21526.6365	11780.3306	16049.5635	13123.4973	7492.8161	17364.5064	7295.467	15015.6973	16898.8042	25997.2657	23505.4597	24071.6641	31985.3517	27929.6253	22298.1905	14915.6497	38999.1679	16606.7201	15963.7986	16551.0325	18785.6829	24525.1093	35734.3452	19653.3269	25458.7137	8989.3006	20794.0557	27689.4743	27242.9521	19087.9669	15461.5887	12228.7622	12537.6106	8987.3966	18462.8164	14537.0069	15661.8896	14056.8636	10528.9357	19877.6954	16372.9064	24382.1166	15625.2515	22731.1751	27072.6321	29998.3562	24911.6683	23907.6982	19298.3598	22833.1221	20716.6499	25646.0935	26759.8065	26058.0423	5919.7718	13237.9213	23244.5513	23860.9242	18812.0862	6703.2059	24600.06	13503.4034	29335.2923	20750.2671	15300.3895	10037.7248	17661.3366	19267.3695	15061.9965	11881.7601	11009.986	16468.7191	16982.3017	9143.4925	31253.2576	27418.3756	18277.566	19009.4419	30659.5494	18798.2092	15767.3874	13041.1326	13732.0878	19460.7475	17530.3804	14572.7647	21365.4954	11102.4272	9519.7664	10680.0692	8515.5826	29920.6825	19897.5513	15659.3968	17865.4251	31362.9005	10566.2475	10338.874	14068.4468	12360.6114	24869.0892	11396.9255	9489.695	30038.1308	20570.6609	18889.3505	18210.2072	25965.1177	16343.1711	31393.6864	15446.0501	17025.0196	13650.8197	14920.2373	26283.8282	21593.5989	13108.5635	22082.0517	15595.25	13530.2151	22824.8365	29032.114	15655.4265	17673.1297	12413.7675	21271.3488	17641.2285	9983.5779	11582.2081	20372.5515	17234.1691	13552.5219	S-adenosyl-L-methionine cycle I
PWY-6163	11554.3619	18076.4307	18778.9836	21095.0561	14913.1452	23470.9909	12026.4187	25648.8181	20834.8327	28320.2383	15588.5825	18496.6091	17313.0235	27514.5884	29460.3972	20604.9558	26408.1882	24111.1352	26226.291	24944.0988	28188.2467	26757.9291	23196.0072	26301.9858	29241.0444	29037.7607	14286.9057	33260.4679	44012.1666	45052.1556	23825.0693	21338.5718	32305.3875	32051.4114	15815.3392	14878.9159	12292.7699	16099.3371	15315.7867	24973.9524	14386.8598	9462.7194	17141.7264	15101.3494	18980.5102	15721.1114	16514.3113	16475.896	29618.6774	26380.5205	26855.5587	38232.3312	31061.8575	19993.2317	18962.3307	39680.0452	22798.0814	17692.2606	18113.697	14900.7566	31722.483	40165.2753	24671.4005	24247.4361	23291.2555	22052.2771	32544.264	27947.1421	23197.9567	18611.0614	19685.945	21538.249	19888.9454	29723.8744	2505.8906	22821.9675	17408.5175	27415.9856	22130.6414	23163.3765	26796.6117	22186.036	38267.6057	44996.963	36247.2094	24499.4176	25810.2581	25866.9102	25206.2299	26270.9561	28972.0459	30718.784	27546.7408	29002.2711	33156.8758	32286.3447	20042.6086	19345.6563	32963.6864	24681.4389	21046.5675	31562.0405	26839.6922	23527.6312	22247.6133	23283.8979	25780.6004	21711.0797	17470.9657	19002.7302	23123.5445	22839.0873	14744.6816	35773.3117	29163.5841	24255.9116	20946.9409	35717.3982	22444.1395	17402.6334	16549.8206	20044.3106	24999.6577	21475.4231	16772.5738	28143.3149	18483.7682	16792.7254	16929.9914	20675.6695	25076.9739	25832.1728	21238.0251	21930.549	35275.6915	18113.1079	16099.4854	16766.624	17293.8145	28074.4718	15091.7983	14845.7364	36945.7594	37916.4474	26998.8237	20446.1711	31751.677	20939.2471	40124.14	20155.5152	30551.0173	20508.6907	17653.1229	28899.8269	28574.2548	17801.6025	24092.6104	19223.5187	17005.4779	24037.7238	36755.2475	18943.2054	19515.6625	16710.9706	23611.4199	8266.0308	13468.2984	12957.3375	22429.167	21901.467	16745.4067	chorismate biosynthesis from 3-dehydroquinate
PWY-6165	0.0	22.5131	0.0	0.0	32.018	0.0	61.1385	153.5477	0.0	224.7569	0.0	0.0	0.0	0.0	98.6168	123.5134	109.0512	31.3678	7.9985	833.3837	0.0	181.4261	0.0	210.5944	44.9475	0.0	0.0	14.9291	0.0	0.0	640.0025	0.0	0.0	285.2839	0.0	0.0	0.0	0.0	18.6525	152.2111	42.3708	0.0	324.9582	0.0	0.0	0.0	151.5485	0.0	145.4721	48.4104	624.2771	13.3304	198.3166	0.0	0.0	0.0	0.0	0.0	66.0344	0.0	0.0	0.0	15.2668	230.6209	150.2334	0.0	3647.547	0.0	81.9392	0.0	71.1657	109.6322	0.0	0.0	0.0	76.3337	43.7572	0.0	88.919	400.9482	325.9512	84.7399	12725.1956	38.6187	216.3986	968.108	0.0	588.568	265.978	209.6442	252.8295	173.2143	115.0833	0.0	352.4257	23.6345	164.1554	0.0	0.0	0.0	0.0	10.6644	0.0	89.2793	0.0	0.0	0.0	0.0	0.0	90.0891	0.0	69.722	0.0	0.0	0.0	50.4221	123.1819	0.0	0.0	0.0	0.0	26.413	122.9608	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.2315	0.0	106.956	237.3196	0.0	20.8538	0.0	0.0	208.5114	0.0	0.0	0.0	0.0	23.4558	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	39.6115	0.0	72.0109	0.0	0.0	0.0	0.0	0.0	46.4646	42.8828	0.0	0.0	104.2838	137.7084	0.0	62.71	chorismate biosynthesis II (archaea)
PWY-6167	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.6403	9.9917	3740.5038	0.0	47.9971	0.0	0.0	543.7387	0.0	0.0	14.9645	0.0	0.0	0.0	0.0	0.0	272.264	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	232.6834	0.0	0.0	0.0	740.9516	16.6593	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	139.0603	86.3744	0.0	5453.0321	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	406.0879	0.0	0.0	17579.1479	0.0	670.0515	1114.8729	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.3279	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1117.1072	0.0	0.0	0.0	0.0	0.0	43.2649	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.6046	0.0	72.8555	94.3245	0.0	0.0	0.0	0.0	339.4788	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0752	0.0	228.7701	0.0	0.0	0.0	0.0	0.0	42.1457	0.0	0.0	0.0	385.2211	0.0	0.0	181.0296	flavin biosynthesis II (archaea)
PWY-6174	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.4153	8.0753	1572.9642	0.0	27.5604	0.0	0.0	333.6549	0.0	0.0	10.3594	0.0	0.0	0.0	0.0	0.0	174.9134	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	129.8233	0.0	0.0	0.0	484.7519	11.3504	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	87.1881	46.5823	0.0	3088.5766	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	270.1353	0.0	0.0	12252.0417	0.0	325.899	468.4486	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.1278	0.0	0.0	0.0	0.0	0.0	0.0	0.0	430.6216	0.0	0.0	0.0	0.0	0.0	29.9583	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.4739	0.0	33.8766	41.5535	0.0	0.0	0.0	0.0	154.2838	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.9744	0.0	95.4	0.0	0.0	0.0	0.0	0.0	23.1912	0.0	0.0	0.0	156.1012	0.0	0.0	96.6907	mevalonate pathway II (archaea)
PWY-6182	17.6125	6653.5391	10.7692	1180.0547	603.2468	1810.5374	20.4615	510.477	1031.7341	622.4615	111.3607	780.9794	0.0	24.5854	10118.4395	67.1473	0.0	84.3295	0.0	0.0	3660.7927	736.4767	230.7988	3827.9256	2326.8709	2593.9288	0.0	252.0056	22040.7803	21795.5276	47.9045	1112.7598	5795.5975	45.7405	270.5385	0.0	0.0	0.0	456.9454	0.0	0.0	68.1688	106.6154	0.0	57.1256	0.0	0.0	0.0	166.5488	0.0	17.5816	9126.2116	0.0	8.8889	0.0	0.0	0.0	58.1538	24.3871	72.3962	7660.3342	38.9444	0.0	84.0	0.0	77.6059	35.8505	17.7824	10.9565	15.0384	595.9554	0.0	0.0	12208.1341	0.0	17.7778	150.7692	6009.2308	257.3846	16.6792	1389.3753	0.0	155.234	12751.3816	18570.0319	0.0	716.7397	842.516	385.6925	2406.8006	2221.9166	18.3077	0.0	15.0769	678.0602	11138.2182	307.6846	0.0	806.451	20.4615	443.2331	25.4372	0.0	2858.8782	0.0	11.4467	2267.292	22.5067	21.9795	115.2308	19.3748	110.9632	0.0	57.7123	0.0	92.3276	375.9191	11.4482	1140.4138	590.7656	0.0	523.7139	1098.2266	149.1929	0.0	9350.769	20.4615	0.0	28.0	0.0	613.0123	5269.2321	15.7198	46.9573	1395.9494	525.6593	1839.6323	604.4239	17.9002	9015.8073	43.0769	95.8462	373.5282	1333.1919	129.2308	734.9278	7178.6293	361.4456	25771.8462	23.6923	154.5755	656.1559	15.1693	9726.5203	152.4721	36.241	162.7765	22.3313	0.0	361.1175	21657.7513	83.1349	0.0	233.8116	76.0676	17.6336	6.2319	0.0	0.0	9.7935	221.4833	superpathway of salicylate degradation
